,coeff_Ch5,coeff_Ch6,coeff_gACH,coeff_gDA
photometrySideInIndexaA_020,0.06525508613340682,-0.033404285421037155,0.008314088276371447,-0.03405825752949071
photometrySideInIndexaa_-20,-0.007962018870163227,0.16221055987880229,0.1553486050093769,0.12740180762226314
photometrySideInIndexaa_-19,0.0034288727957511997,0.09980809345800652,0.10458169065375308,0.147857979402412
photometrySideInIndexaa_-18,0.010675983395531774,0.15971160220565003,0.12476524060631805,0.12696246559619073
photometrySideInIndexaa_-17,0.01438016149002141,0.17676043076485531,0.18000247863653435,0.17555837598150015
photometrySideInIndexaa_-16,0.11122359369119346,0.17184901612478945,0.2992181001513143,0.3168289344291267
photometrySideInIndexaa_-15,0.1516330613219464,0.18637719419619767,0.4051127499037199,0.5220896440810124
photometrySideInIndexaa_-14,0.1431962960661196,0.3427618836266905,0.5740808090555686,0.767702754000311
photometrySideInIndexaa_-13,0.12969906825651373,0.466089554630534,0.7392384995069649,0.9604657250290327
photometrySideInIndexaa_-12,0.11229303408477066,0.6258925375975114,0.941290740154118,1.1650292677106713
photometrySideInIndexaa_-11,-0.001055146193017878,0.8492549254173418,0.9943775737258659,1.312826766761789
photometrySideInIndexaa_-10,-0.1736567302542913,0.9204904999804876,0.8420157131463991,1.3476269454164498
photometrySideInIndexaa_-09,-0.39340308814613717,0.987937359063412,0.5494011693166738,1.230793583471267
photometrySideInIndexaa_-08,-0.5552125888686523,0.9357351759997787,0.29322727534752635,1.0285524649733693
photometrySideInIndexaa_-07,-0.7117992490019085,0.9346715534209847,0.0862268922995697,0.7978876195910612
photometrySideInIndexaa_-06,-0.7460330479980625,0.9167715736787306,-0.01681655623689224,0.7417953525755105
photometrySideInIndexaa_-05,-0.6846992739905416,0.9614523226992521,0.07467330872732868,0.7495021752557608
photometrySideInIndexaa_-04,-0.5342980241673831,0.9107189162250002,0.27194611874736413,0.7322048701781817
photometrySideInIndexaa_-03,-0.38847423052024016,0.8255068432689546,0.3190470611077649,0.67788602840921
photometrySideInIndexaa_-02,-0.0862844057649455,0.7270172524734982,0.1150769435892506,0.4346246465793467
photometrySideInIndexaa_-01,0.3812780557613111,0.38786852913513375,-0.02306104395288197,0.003482392270055169
photometrySideInIndexaa_000,0.8483702939860811,0.15571634956546918,0.23520924532129753,-0.3118017267958999
photometrySideInIndexaa_001,0.6633782401311624,-0.015915643574679332,0.22843732054389804,-0.32745215497402924
photometrySideInIndexaa_002,0.18169624153459452,-0.04832646478225063,0.13127345114410457,-0.25322549500471647
photometrySideInIndexaa_003,-0.004399535253744988,-0.27246915010413936,0.03390274181129077,-0.21537502338347964
photometrySideInIndexaa_004,0.10275073651507015,-0.3595372979184841,-0.02672084281023471,-0.3157344897881805
photometrySideInIndexaa_005,0.3281743266876416,-0.47685775381207557,0.003910683897248046,-0.4308107353142422
photometrySideInIndexaa_006,0.7386533615832568,-0.5740189597117877,0.2070089364437785,-0.45461867017798463
photometrySideInIndexaa_007,1.0479346102973106,-0.5475268840466686,0.5354715988601424,-0.3775551216996847
photometrySideInIndexaa_008,1.104856450540392,-0.483417310027974,0.6976688499396675,-0.34335699333756586
photometrySideInIndexaa_009,0.9734461700067624,-0.3956973173238942,0.7265936526548535,-0.20439407881401278
photometrySideInIndexaa_010,0.74756764258445,-0.2950757286286951,0.5920692848209466,-0.21688601407531927
photometrySideInIndexaa_011,0.6331944141327557,-0.24392645779892813,0.42169343436380036,-0.18380015835514105
photometrySideInIndexaa_012,0.5277258765101425,-0.17718142737426748,0.2941134512487166,-0.2009521978686744
photometrySideInIndexaa_013,0.44753358127285503,-0.10210658482535233,0.19902439018432855,-0.21810952362577235
photometrySideInIndexaa_014,0.3657490592385038,-0.04741268894712039,0.13076044309468357,-0.2174063742454285
photometrySideInIndexaa_015,0.3675277273304434,-0.025957554237496523,0.07890702113232226,-0.14665389650846533
photometrySideInIndexaa_016,0.3213134106361478,-0.032327127341117264,0.1335813596420448,-0.07824515812493171
photometrySideInIndexaa_017,0.25602016817641365,-0.05612621106781541,0.09645803360395304,-0.0401267211429771
photometrySideInIndexaa_018,0.20730152642429786,-0.050401956273186076,0.03541651324824987,-0.03175081028654464
photometrySideInIndexaa_019,0.1426361103346881,-0.04688151233074528,-0.01760661171497806,-0.003604638523965622
photometrySideInIndexaa_020,0.10444628149159207,-0.019266553920145132,-0.002226873477100047,-0.008462338972014118
photometrySideInIndexAB_-20,-0.1634978037085339,-0.031574377134489386,0.30082811559656986,-0.299316517001164
photometrySideInIndexAB_-19,-0.1423810188935273,0.011749306311395522,0.3358878767441623,-0.06922845612237408
photometrySideInIndexAB_-18,0.03235070415784997,0.14281687395461418,0.3142434440280659,0.040329338213042396
photometrySideInIndexAB_-17,0.09766547287155347,0.1040560853965763,0.39307620541234195,0.29710051498806334
photometrySideInIndexAB_-16,0.014533146353990205,0.284860939020653,0.48497124108885603,0.5201146983950155
photometrySideInIndexAB_-15,-0.0643786530563592,0.4185531334798493,0.37628052360815706,0.6074676392531029
photometrySideInIndexAB_-14,-0.11665400771225617,0.4023333731407184,0.3104721962596944,0.685084845189137
photometrySideInIndexAB_-13,-0.03489206249269112,0.43491486232849497,0.3788279988443281,0.7486803795395877
photometrySideInIndexAB_-12,-0.04422645651565164,0.5444281210116474,0.5862905376584603,0.9551195896039859
photometrySideInIndexAB_-11,-0.3954991931334239,0.6880734240465944,0.49325882704718027,0.8114203321346565
photometrySideInIndexAB_-10,-0.7163901287874191,0.5668300089780436,0.09063032100147378,0.5464131039245993
photometrySideInIndexAB_-09,-0.8305191276472829,0.6525412816438914,-0.11076701034465987,0.5366948141914286
photometrySideInIndexAB_-08,-0.9326789404047912,0.4946656630631402,-0.33669220356038776,0.566618969502443
photometrySideInIndexAB_-07,-1.057620335217496,0.4091741582097564,-0.36241920319520377,0.43640228161638017
photometrySideInIndexAB_-06,-0.9716660543996046,0.3686101051842175,-0.3526997139081162,0.30306663687935065
photometrySideInIndexAB_-05,-0.8296562447238416,0.5859842943113557,-0.34737880430428525,0.3714023913311203
photometrySideInIndexAB_-04,-0.6829283605878446,0.594691553424113,-0.06957276051025474,0.4827690385044337
photometrySideInIndexAB_-03,-0.6265624844312866,0.6555763445362254,0.36573711822875704,0.2960419322266037
photometrySideInIndexAB_-02,-0.22099702491186066,0.4671566429099207,0.35182056580463755,-0.018991000908131103
photometrySideInIndexAB_-01,0.1256788307659274,0.2650533093535329,0.2595495176317569,-0.5006733992759146
photometrySideInIndexAB_000,0.5934225779392933,-0.04059697088179004,0.3305462275679989,-0.9460337352611041
photometrySideInIndexAB_001,1.0480950752859095,-0.30910965357654685,0.6215815672713343,-0.9425835922253855
photometrySideInIndexAB_002,1.538601073403161,0.02166627703856643,1.539863106609365,-0.27425411280806367
photometrySideInIndexAB_003,0.4885061118626135,0.7665036909643667,1.826052983563516,1.0362087795414172
photometrySideInIndexAB_004,-0.6138192316943313,1.6035574409293254,1.7350822440970886,2.4317192596731427
photometrySideInIndexAB_005,-1.2679446663264977,1.4331933059750976,1.2155481662005663,2.3329374102986837
photometrySideInIndexAB_006,-1.4302582921142488,1.3787954184443971,0.6811323764370516,1.5761511279571936
photometrySideInIndexAB_007,-1.0925514846025723,1.0932768109576978,0.465331114506741,0.8088153364284516
photometrySideInIndexAB_008,-0.4551859500968136,0.9471007313883679,0.5063333249164432,0.6735265040462711
photometrySideInIndexAB_009,-0.039582741721094626,0.9865334692617439,0.7187699650164958,0.9264833588693232
photometrySideInIndexAB_010,0.009327307984301005,0.9895242577429526,0.6047064029871446,1.1283464780839891
photometrySideInIndexAB_011,-0.20040912610345366,0.7346384022644152,0.05144977293304292,1.229482257641461
photometrySideInIndexAB_012,-0.3404145630883639,0.5241560139398652,-0.03556615727544944,0.8818921827079205
photometrySideInIndexAB_013,-0.19401076256897684,0.38315617822873776,0.12048053582933464,0.4333148343318393
photometrySideInIndexAB_014,-0.1399666536725881,0.3245253732043973,-0.01771532831510894,0.06636409531151789
photometrySideInIndexAB_015,-0.05396604096895534,0.05834520452955164,0.04911195804707966,-0.11959505077198261
photometrySideInIndexAB_016,0.044126474951151164,0.0927037281927174,0.020659906336321015,-0.14614744051854645
photometrySideInIndexAB_017,0.037314181014615075,-0.020892082160525096,-0.14372859239605307,-0.11241684787096404
photometrySideInIndexAB_018,0.03149118950844117,-0.0019036997357583345,-0.199885042311096,-0.12380864063286334
photometrySideInIndexAB_019,-0.04175148063968494,-0.07424086883326828,-0.2800993987221047,-0.06274493197139494
photometrySideInIndexAB_020,-0.025376779774236333,-0.018831375293749116,-0.24191574333094765,-0.018967279802590515
photometrySideInIndexAb_-20,-0.06815749894083048,0.09075572074732136,-0.09398772030347335,-0.06470990298271162
photometrySideInIndexAb_-19,-0.05224613342874056,0.15955775788301366,-0.05397865220368446,0.026812030052695272
photometrySideInIndexAb_-18,-0.0414104349224228,0.21888126117228512,0.11254906592098969,0.09540017941979462
photometrySideInIndexAb_-17,-0.006890587583336805,0.2835458384647881,0.29131828565259693,0.2337091950809578
photometrySideInIndexAb_-16,-0.024492619300020148,0.35698064302568594,0.4997089452226761,0.4759451397804367
photometrySideInIndexAb_-15,-0.024675366657745258,0.29679847287483324,0.5102431755557084,0.7973312188487777
photometrySideInIndexAb_-14,-0.013388138350457324,0.43978130765113727,0.5653193244025411,1.1104179587574998
photometrySideInIndexAb_-13,-0.04853992927425298,0.6419259712312848,0.6945575083689035,1.3683577896886763
photometrySideInIndexAb_-12,-0.018234980995580973,0.6430158685739088,0.6888647875571533,1.524145874244993
photometrySideInIndexAb_-11,-0.16298878070544495,0.7425485462526601,0.5848934647283868,1.5386776875525432
photometrySideInIndexAb_-10,-0.3035680185450551,0.6408911104722511,0.3952503558966938,1.480038869385202
photometrySideInIndexAb_-09,-0.4577726798392252,0.601017115267979,0.21231910551667826,1.4838345352582993
photometrySideInIndexAb_-08,-0.5701562945114513,0.5964277983435756,0.05518414600692046,1.477159968416352
photometrySideInIndexAb_-07,-0.6668229490785852,0.42548257633061426,0.08830569687679748,1.3114878872941507
photometrySideInIndexAb_-06,-0.7142882847595706,0.4992711047859413,0.18624343342344207,1.3061890987949178
photometrySideInIndexAb_-05,-0.6795448857411459,0.5062549713584218,0.43821973514059404,1.2549016203592385
photometrySideInIndexAb_-04,-0.563919017041728,0.5332826545217223,0.6961392273352617,1.0165146307376145
photometrySideInIndexAb_-03,-0.38636492261236577,0.44890017134938826,0.8191510369453108,0.6867835034658735
photometrySideInIndexAb_-02,-0.03908433283569242,0.41271650159955425,0.7872947094057737,0.256596426705593
photometrySideInIndexAb_-01,0.45001837690429,0.1957884887464014,0.7399156953078317,-0.15619321954392895
photometrySideInIndexAb_000,0.9853158893002116,-0.04858601761398083,0.9432226422720105,-0.4464956428138272
photometrySideInIndexAb_001,1.0793419126482013,-0.1579585327081163,1.0447526185644602,-0.5136825066028757
photometrySideInIndexAb_002,0.5978768449983239,-0.09408576557447296,0.8186629198228207,-0.47306228173133785
photometrySideInIndexAb_003,0.16266670534030195,-0.25075198023458706,0.535961815718264,-0.5452435265947337
photometrySideInIndexAb_004,0.09216612851947531,-0.46077292232184824,0.26907159743246306,-0.6789780827594456
photometrySideInIndexAb_005,0.3304185929788647,-0.5651197639886746,0.19660187780423105,-0.7516600257290664
photometrySideInIndexAb_006,0.6378638663663816,-0.5107627520710571,0.43206612635885755,-0.6576254362430229
photometrySideInIndexAb_007,0.8520283677418253,-0.43115156392148424,0.7840917493964504,-0.5735993592572419
photometrySideInIndexAb_008,0.9470251349284691,-0.38566791138534207,1.0127588697806988,-0.49196160729513094
photometrySideInIndexAb_009,0.785657418646405,-0.3470002235922472,1.0558937546237361,-0.36491234576393555
photometrySideInIndexAb_010,0.5897130662227109,-0.3143143139442823,0.9478669488132658,-0.3164890583135949
photometrySideInIndexAb_011,0.4190159653975591,-0.16527600529808578,0.7384168675107079,-0.2095894929605552
photometrySideInIndexAb_012,0.288815905564442,-0.24057236038958618,0.5804676907464921,-0.08865442550509474
photometrySideInIndexAb_013,0.19250071929026016,-0.2942159176094844,0.41479255129604226,-0.06346029052413464
photometrySideInIndexAb_014,0.1670498234226121,-0.1625708282637216,0.22242793939186742,-0.07395010323946508
photometrySideInIndexAb_015,0.14301098826361952,-0.09213703321161408,0.0804384606825052,-0.03995043838953893
photometrySideInIndexAb_016,0.13538837217754,-0.13403781345749796,0.13584586441349344,-0.031334731559047826
photometrySideInIndexAb_017,0.11992298418697811,-0.07181074849031964,0.11713015212299473,-0.0562868116097762
photometrySideInIndexAb_018,0.07679992542429502,-0.014562018262378367,0.11792774741515534,-0.06658781995806384
photometrySideInIndexAb_019,-0.006639161247340427,-0.08441598324736134,0.04100890999858473,-0.1200473617743102
photometrySideInIndexAb_020,-0.013676741651229413,-0.043344398098480084,0.01306523886479782,-0.03296339003905137
photometrySideInIndexaB_-20,0.10410439926263115,0.050734419434004606,0.020394227831835872,0.1287075455308682
photometrySideInIndexaB_-19,0.10798110752090728,0.09614832932050375,0.030190500222533036,0.1940025080475047
photometrySideInIndexaB_-18,0.11668531115257773,0.18099837384728765,0.06216245423751447,0.20820699956461627
photometrySideInIndexaB_-17,0.07462283917506886,0.1679488284251711,0.17119328097343944,0.29299789830335377
photometrySideInIndexaB_-16,0.06657486260705964,0.24579553582997887,0.26756848816690065,0.35828750802566506
photometrySideInIndexaB_-15,0.016743738862578475,0.3426453722766426,0.3492227412356581,0.4850093659428836
photometrySideInIndexaB_-14,0.006126516247931903,0.42848602391270674,0.4162256980417733,0.7336396358696737
photometrySideInIndexaB_-13,0.02856213725013284,0.5577677976271931,0.5753863062256527,1.0185142937843648
photometrySideInIndexaB_-12,-0.05841227797262541,0.6989442237459389,0.672388814854311,1.230706326381195
photometrySideInIndexaB_-11,-0.20729960109935067,0.871695198119494,0.5608428368385537,1.3201619545752128
photometrySideInIndexaB_-10,-0.484398549490348,0.8856342177980596,0.2727606902783806,1.3028142323366483
photometrySideInIndexaB_-09,-0.8105609268856727,0.8767957210181729,-0.045686923608386665,1.1236951476896848
photometrySideInIndexaB_-08,-1.0419588183360822,0.891823243177864,-0.34577253117237455,0.9187868494608448
photometrySideInIndexaB_-07,-1.1629716011693227,0.8917451692115687,-0.4710352940206989,0.7951118860678077
photometrySideInIndexaB_-06,-1.1635211955368236,0.9046813087267882,-0.5464284310730348,0.7521892978181972
photometrySideInIndexaB_-05,-1.105758536378323,0.8726454636140042,-0.38233326460050415,0.7404647539897915
photometrySideInIndexaB_-04,-0.9869262161965797,0.9967721498732022,-0.08474851198926336,0.677733278661822
photometrySideInIndexaB_-03,-0.8302037546837063,0.9960703331158409,0.2334027862373295,0.48639150221315886
photometrySideInIndexaB_-02,-0.5129393730884125,0.7827997209549674,0.21759412658172983,0.1637592342522325
photometrySideInIndexaB_-01,-0.019058314337705544,0.49626896180970287,0.19669518511879694,-0.3883183883505289
photometrySideInIndexaB_000,0.40016751705994485,0.15240613088520505,0.392676296563837,-0.793140659735777
photometrySideInIndexaB_001,0.6310872386778448,-0.15796628625528314,0.519966494263065,-1.0122196173495785
photometrySideInIndexaB_002,1.3176409743222235,0.09841867049767114,1.4840836603411012,-0.40370730391992504
photometrySideInIndexaB_003,0.4203557407488641,0.9342104325222244,1.9194628698484153,1.3551452955809828
photometrySideInIndexaB_004,-0.5512535226580546,1.5639066618169348,1.727729947427045,2.6490316350488707
photometrySideInIndexaB_005,-1.1487437195943109,1.6096500830274223,1.1700258078334245,2.459448624924352
photometrySideInIndexaB_006,-1.2882832175744356,1.323376096909897,0.5820893601816544,1.6081753971322599
photometrySideInIndexaB_007,-0.994723406183717,1.1169779169160645,0.4469925432741079,0.9596784451525652
photometrySideInIndexaB_008,-0.538790224428178,0.944879676195443,0.5298707807739371,0.7023473602858391
photometrySideInIndexaB_009,-0.18006928654004686,0.9792218484041254,0.685965231007834,0.7183849299537507
photometrySideInIndexaB_010,-0.09483682768563471,0.8544590412902383,0.5392914383363494,0.713613082213167
photometrySideInIndexaB_011,-0.18274243425373793,0.7329967100075372,0.2519887953655654,0.6352962435652296
photometrySideInIndexaB_012,-0.1988837771698029,0.5579052109764563,0.05493290574592846,0.4177096649170461
photometrySideInIndexaB_013,-0.17577371465575786,0.32518401061900293,0.010408322640333532,0.09245789204043905
photometrySideInIndexaB_014,-0.06285387423187452,0.1376472389007434,0.03295653243055816,-0.15661928912430584
photometrySideInIndexaB_015,0.06194217914836974,0.033651510637180866,0.15236844725270787,-0.31366256846583507
photometrySideInIndexaB_016,0.1988941036545827,-0.009098784566903495,0.1756082866544519,-0.4317097518294791
photometrySideInIndexaB_017,0.23326996647666243,-0.06535299437919596,0.168196297424056,-0.44847784023400344
photometrySideInIndexaB_018,0.2788806016960787,-0.06909446228578159,0.04404268725995422,-0.3862146973844075
photometrySideInIndexaB_019,0.19768578941342954,-0.025642772569320328,0.036157593850943255,-0.3070338604566561
photometrySideInIndexaB_020,0.10597233250018338,-0.0701439876670443,0.019489998488040016,-0.2510180972094458
photometrySideInIndexab_-20,0.07323848691717003,-0.027192744434895878,0.029139229756474594,0.0811799218331092
photometrySideInIndexab_-19,0.1337061637224698,-0.029146962018516603,0.06451118216153573,0.03513275265874019
photometrySideInIndexab_-18,0.10760173538673372,0.03681345283670962,0.062477038340566816,0.12562677196236738
photometrySideInIndexab_-17,0.058572983175346253,0.11362814067581174,0.15201376774056713,0.2626843025055823
photometrySideInIndexab_-16,-0.015098200834710506,0.1711003076019692,0.3728689070596675,0.38809665558965595
photometrySideInIndexab_-15,0.0502744360431603,0.316612852440505,0.6554730345903506,0.5849105580307614
photometrySideInIndexab_-14,0.09432090833994847,0.45045880055914483,0.92246003945256,0.7766395312184778
photometrySideInIndexab_-13,0.11133549650128477,0.5412707364624231,1.2306806988334484,0.9377740464457555
photometrySideInIndexab_-12,0.05506653746764213,0.6829447148058313,1.314129479106781,1.037943856366459
photometrySideInIndexab_-11,-0.019719251529595597,0.8709911151448915,1.3271574985559784,1.2099233642963079
photometrySideInIndexab_-10,-0.2850606003980498,0.9786775794914225,1.1575277582637542,1.2479352253366853
photometrySideInIndexab_-09,-0.5366584720048664,1.0509331622348315,0.8231979040152834,1.1819602329455305
photometrySideInIndexab_-08,-0.7725803928628117,0.9489392802782739,0.5584131557840183,1.0613832341295704
photometrySideInIndexab_-07,-0.9169059140088068,1.0458926446787475,0.4466265859972713,1.035188382689582
photometrySideInIndexab_-06,-0.9074874947327121,1.010610270544193,0.4484012408794086,1.0966972231515404
photometrySideInIndexab_-05,-0.8315510620812493,1.058270117201147,0.5822039563240499,1.1488929954888016
photometrySideInIndexab_-04,-0.7678137279006597,1.166113312822754,0.9951253926850282,1.120990798657895
photometrySideInIndexab_-03,-0.5714507355136597,1.0378267391368676,1.2088822269098631,0.9042383812600168
photometrySideInIndexab_-02,-0.41910550075884095,0.9269851577300928,0.9161889731807018,0.6399196206191151
photometrySideInIndexab_-01,0.19965700891059934,0.6211016158554232,0.7115101372040697,0.1607230091770188
photometrySideInIndexab_000,0.6501126668523705,0.3045863595891782,0.7155312532096167,-0.31276741911235945
photometrySideInIndexab_001,0.4929029819544028,0.26469397071939593,0.5931534988942759,-0.5114405551465995
photometrySideInIndexab_002,-0.18503351722380199,0.12842432806379087,0.2706318831503754,-0.5434871075706611
photometrySideInIndexab_003,-0.494579228033211,-0.034110672166868375,0.018676274193455373,-0.6638142531732335
photometrySideInIndexab_004,-0.5360217248845013,-0.2804145729419977,-0.20030419957828374,-0.8095690659848739
photometrySideInIndexab_005,-0.20440972488680542,-0.4021297549377028,-0.266096349361052,-0.9614136740412802
photometrySideInIndexab_006,0.4004204791397023,-0.6059534318389125,0.07096065710274163,-0.979739711398318
photometrySideInIndexab_007,0.896524450566947,-0.6353599215371072,0.5950376764592711,-0.8127227183084
photometrySideInIndexab_008,1.1179846172130168,-0.6032146948832787,0.7351665275578663,-0.6629095351135883
photometrySideInIndexab_009,1.0904622914386664,-0.5833537573983726,0.747365065971226,-0.514591432887528
photometrySideInIndexab_010,0.8439055771107198,-0.5603686629083214,0.7154316889859584,-0.48976320452595795
photometrySideInIndexab_011,0.6612842318577239,-0.4972103424241388,0.5785902860380708,-0.40406585398555556
photometrySideInIndexab_012,0.4067813433612918,-0.3586543254370902,0.41315950729143486,-0.40015552309631264
photometrySideInIndexab_013,0.33870022711994796,-0.3227821215175282,0.4093719724263975,-0.41937895120989477
photometrySideInIndexab_014,0.25968184398063787,-0.2332983113203569,0.2758161570799506,-0.41721844509812334
photometrySideInIndexab_015,0.2579272928314796,-0.08379006035355298,0.21888417693036205,-0.3926597810807677
photometrySideInIndexab_016,0.18309859615733878,-0.06915665052253926,0.06148646349273028,-0.40428190639028055
photometrySideInIndexab_017,0.17386778298386893,-0.0435266940012829,0.014294498821963939,-0.37992594336416374
photometrySideInIndexab_018,0.13749646521888995,-0.1372934433439254,0.187039412290722,-0.30739255076327104
photometrySideInIndexab_019,0.10804977869942563,-0.12403946733706696,0.35173356134962147,-0.252775934708314
photometrySideInIndexab_020,0.09628738102404177,-0.08733855530862987,0.23678786779539504,-0.10064597606691729
photometrySideOutIndexAA_-20,-0.034424380995439846,0.0038972253474450548,-0.057694244618476165,-0.07410675484855318
photometrySideOutIndexAA_-19,-0.030026723823134597,0.018737697950336,-0.07097991900369247,-0.07938838038481276
photometrySideOutIndexAA_-18,0.0027675112593536742,0.0037281839792782474,-0.06329113416432043,-0.11313031747342295
photometrySideOutIndexAA_-17,0.024681500856221738,0.004535483542368664,-0.060633049400469693,-0.14814878660140135
photometrySideOutIndexAA_-16,0.02883937393882259,-0.011251870127657769,-0.03820138206515235,-0.1774411801468476
photometrySideOutIndexAA_-15,0.04904566719100905,0.005068139708761796,-0.015860629913518165,-0.22065942436087962
photometrySideOutIndexAA_-14,0.0458427283665095,0.002600992279943529,0.029328238165609817,-0.25957402567470234
photometrySideOutIndexAA_-13,0.03358349381310969,-0.015013475314356085,-0.019633407846738667,-0.28717724249549004
photometrySideOutIndexAA_-12,0.04969316245279697,-0.03819264322503374,0.009866144938901542,-0.2847297175666089
photometrySideOutIndexAA_-11,0.021687098191206327,-0.053224008075110345,-0.02377279366126407,-0.27495754406277373
photometrySideOutIndexAA_-10,0.04971948036122272,-0.0721511301100546,0.005283652580598564,-0.26962739261110613
photometrySideOutIndexAA_-09,0.03639267167519188,-0.10707165301954509,-0.02503058012832385,-0.27580189425144175
photometrySideOutIndexAA_-08,0.0693777515384484,-0.1630622904974138,-0.012723339529941974,-0.28438803175572325
photometrySideOutIndexAA_-07,0.05450446375063552,-0.17179056576974183,-0.06764521989949902,-0.2901576987700398
photometrySideOutIndexAA_-06,0.08830415417520966,-0.2136804436578948,-0.08986812380417258,-0.3427867689147204
photometrySideOutIndexAA_-05,0.07264374700177101,-0.24025321517526893,-0.08678310205359026,-0.38085231340750153
photometrySideOutIndexAA_-04,0.10159626868720723,-0.26397092754686163,-0.0728450205912943,-0.38006357167329274
photometrySideOutIndexAA_-03,0.059854722959494254,-0.27302619287286484,-0.05948214584999932,-0.4019021848847755
photometrySideOutIndexAA_-02,-0.030048733341620275,-0.28166529024904124,-0.11434025681540819,-0.4653527089600452
photometrySideOutIndexAA_-01,-0.15786918951164666,-0.29882134037677877,-0.12784253288727332,-0.3901754083032697
photometrySideOutIndexAA_000,-0.4035320947597093,-0.18942115842250287,-0.11702828409140079,-0.27721581184164706
photometrySideOutIndexAA_001,-0.49935992557712955,-0.10539799139196591,0.005945676683590096,-0.14905471573113285
photometrySideOutIndexAA_002,-0.5466417802177375,-0.0929863529187624,-0.046706649033474594,-0.05053625945235838
photometrySideOutIndexAA_003,-0.45638333610335813,-0.09987354071209145,-0.07012500005777027,-0.05768645163855447
photometrySideOutIndexAA_004,-0.3816610720652464,-0.09767242443359073,-0.08325836790924311,-0.05240964097944223
photometrySideOutIndexAA_005,-0.35984026946988024,-0.07959421607278688,-0.049390765038091644,-0.060625580544533285
photometrySideOutIndexAA_006,-0.3568075645163423,-0.06783809183583579,-0.09515865406074395,-0.10100807263903104
photometrySideOutIndexAA_007,-0.38507490762717816,-0.058430193231287536,-0.15523136049874503,-0.15327608891288955
photometrySideOutIndexAA_008,-0.40767076827227233,-0.04199197297298054,-0.22978714929307156,-0.12709693333392294
photometrySideOutIndexAA_009,-0.43828171826730816,-0.014154213296011357,-0.26915108089595696,-0.03349091702932379
photometrySideOutIndexAA_010,-0.47119503417833425,0.027219801437001787,-0.18905106139324004,0.048732295083263155
photometrySideOutIndexAA_011,-0.5472325705567788,0.07918187255261995,-0.1448052473715164,0.10706053069391983
photometrySideOutIndexAA_012,-0.6042242961232904,0.11711848170848194,-0.09683392855526156,0.17110787866001947
photometrySideOutIndexAA_013,-0.6724022345050489,0.1939724789459162,-0.10352923659107065,0.243711697698469
photometrySideOutIndexAA_014,-0.7379668168296074,0.21078516616911055,-0.08405915029757816,0.3066617216373309
photometrySideOutIndexAA_015,-0.754586504206419,0.14901343200814943,-0.11239140666631195,0.2710524312094073
photometrySideOutIndexAA_016,-0.7154568974295563,0.12143254756313693,-0.13179583470865325,0.14862648465212305
photometrySideOutIndexAA_017,-0.6265636475378219,0.07687923173813149,-0.20339551825663132,0.017174428063817457
photometrySideOutIndexAA_018,-0.5464733050859734,0.03142417080611392,-0.22022446799049503,-0.09609137859446233
photometrySideOutIndexAA_019,-0.4565079370848582,-0.016744372663256575,-0.2057179892597071,-0.14585061092254079
photometrySideOutIndexAA_020,-0.36295838496051774,-0.03750815088343244,-0.18759958810007465,-0.19338713383117834
photometrySideOutIndexAa_-20,0.06111367652004482,-0.11911787264219696,-0.1331260339909478,-0.00860886729338373
photometrySideOutIndexAa_-19,0.03944899282569264,-0.11888658575692854,-0.10364625192476062,-0.006667799692196174
photometrySideOutIndexAa_-18,0.07941481391123191,-0.12707679098096344,0.02808326636505347,0.011659907477700716
photometrySideOutIndexAa_-17,0.07534227294503625,-0.1134689609337265,0.13201394887176798,0.08691467444411116
photometrySideOutIndexAa_-16,0.007418254918205359,-0.1116856832292252,0.24881957909282607,0.15014538462478721
photometrySideOutIndexAa_-15,-0.04324145741036452,-0.19122970376135778,0.4158008721412778,0.14093703612502112
photometrySideOutIndexAa_-14,-0.006471320643584729,-0.18873238073702775,0.5420973315666018,0.1381231390279985
photometrySideOutIndexAa_-13,0.03907687515472028,-0.20617936218056765,0.5705095098258868,0.12524293364182323
photometrySideOutIndexAa_-12,0.11318329743189247,-0.2819309746171963,0.5815554356541044,0.09472504476113774
photometrySideOutIndexAa_-11,0.190493184466616,-0.347948917772746,0.6299485307615628,0.07295932781172318
photometrySideOutIndexAa_-10,0.26265232512606196,-0.4088376259443979,0.6038042275046456,0.08286850285944558
photometrySideOutIndexAa_-09,0.3630662369774025,-0.4708226699154873,0.6188448676626501,0.022871337483857536
photometrySideOutIndexAa_-08,0.45197816605374636,-0.49879249582929014,0.7404601085081068,-0.01519183635087602
photometrySideOutIndexAa_-07,0.5792744010766899,-0.5274353920124014,0.906992705142833,-0.03271807277514291
photometrySideOutIndexAa_-06,0.7351997027878492,-0.4871702651779854,1.044845564151185,-0.08683373092233221
photometrySideOutIndexAa_-05,0.768195012486741,-0.5011633496514823,0.9617768582786488,-0.0984797321543481
photometrySideOutIndexAa_-04,0.7396648661786963,-0.5240380759883635,0.7398392849046398,-0.1351042539373494
photometrySideOutIndexAa_-03,0.5716430835051327,-0.6051791715746956,0.49509896102299333,-0.16893048128727
photometrySideOutIndexAa_-02,0.37195622451566845,-0.5581396306586152,0.3840329437837205,-0.17464803546535676
photometrySideOutIndexAa_-01,-0.06736107910940639,-0.46506114922537994,0.275258699405888,-0.14867988187811376
photometrySideOutIndexAa_000,-0.7268898000198666,-0.39495724877539085,0.11683535320138921,-0.14332372582013264
